typesId,pokemonId,typeName,slot,createdAt,updatedAt
325,222,rock,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
326,223,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
327,224,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
328,225,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
329,225,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
330,226,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
331,226,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
332,227,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
333,227,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
334,228,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
335,228,fire,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
336,229,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
337,229,fire,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
338,230,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
339,230,dragon,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
340,231,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
341,232,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
342,233,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
343,234,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
344,235,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
345,236,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
346,237,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
347,238,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
348,238,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
349,239,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
350,240,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
351,241,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
352,242,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
353,243,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
354,244,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
355,245,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
356,246,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
357,246,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
358,247,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
359,247,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
360,248,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
361,248,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
362,249,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
363,249,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
364,250,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
365,250,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
366,251,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
367,251,grass,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
368,252,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
369,253,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
370,254,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
371,255,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
372,256,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
373,256,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
374,257,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
375,257,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
376,258,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
377,259,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
378,259,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
379,260,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
380,260,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
381,261,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
382,262,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
383,263,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
384,264,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
385,265,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
386,266,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
387,267,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
388,267,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
389,268,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
390,269,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
391,269,poison,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
392,270,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
393,270,grass,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
394,271,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
395,271,grass,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
396,272,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
397,272,grass,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
398,273,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
399,274,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
400,274,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
401,275,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
402,275,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
403,276,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
404,276,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
405,277,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
406,277,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
407,278,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
408,278,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
409,279,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
410,279,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
411,280,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
412,280,fairy,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
413,281,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
414,281,fairy,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
415,282,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
416,282,fairy,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
417,283,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
418,283,water,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
419,284,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
420,284,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
421,285,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
422,286,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
423,286,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
424,287,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
425,288,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
426,289,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
427,290,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
428,290,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
429,291,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
430,291,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
431,292,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
432,292,ghost,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
433,293,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
434,294,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
435,295,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
436,296,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
437,297,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
438,298,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
439,298,fairy,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
440,299,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
441,300,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
442,301,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
443,302,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
444,302,ghost,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
445,303,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
446,303,fairy,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
447,304,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
448,304,rock,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
449,305,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
450,305,rock,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
451,306,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
452,306,rock,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
453,307,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
454,307,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
455,308,fighting,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
456,308,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
457,309,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
458,310,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
459,311,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
460,312,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
461,313,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
462,314,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
463,315,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
464,315,poison,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
465,316,poison,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
466,317,poison,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
467,318,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
468,318,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
469,319,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
470,319,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
471,320,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
472,321,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
473,322,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
474,322,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
475,323,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
476,323,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
477,324,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
478,325,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
479,326,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
480,327,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
481,328,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
482,329,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
483,329,dragon,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
484,330,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
485,330,dragon,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
486,331,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
487,332,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
488,332,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
489,333,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
490,333,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
491,334,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
492,334,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
493,335,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
494,336,poison,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
495,337,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
496,337,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
497,338,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
498,338,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
499,339,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
500,339,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
501,340,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
502,340,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
503,341,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
504,342,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
505,342,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
506,343,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
507,343,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
508,344,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
509,344,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
510,345,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
511,345,grass,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
512,346,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
513,346,grass,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
514,347,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
515,347,bug,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
516,348,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
517,348,bug,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
518,349,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
519,350,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
520,351,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
521,352,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
522,353,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
523,354,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
524,355,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
525,356,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
526,357,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
527,357,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
528,358,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
529,359,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
530,360,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
531,361,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
532,362,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
533,363,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
534,363,water,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
535,364,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
536,364,water,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
537,365,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
538,365,water,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
539,366,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
540,367,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
541,368,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
542,369,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
543,369,rock,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
544,370,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
545,371,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
546,372,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
547,373,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
548,373,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
549,374,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
550,374,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
551,375,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
552,375,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
553,376,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
554,376,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
555,377,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
556,378,ice,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
557,379,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
558,380,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
559,380,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
560,381,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
561,381,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
562,382,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
563,383,ground,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
564,384,dragon,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
565,384,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
566,385,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
567,385,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
568,386,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
569,387,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
570,388,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
571,389,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
572,389,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
573,390,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
574,391,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
575,391,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
576,392,fire,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
577,392,fighting,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
578,393,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
579,394,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
580,395,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
581,395,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
582,396,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
583,396,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
584,397,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
585,397,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
586,398,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
587,398,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
588,399,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
589,400,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
590,400,water,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
591,401,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
592,402,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
593,403,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
594,404,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
595,405,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
596,406,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
597,406,poison,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
598,407,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
599,407,poison,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
600,408,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
601,409,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
602,410,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
603,410,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
604,411,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
605,411,steel,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
606,412,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
607,413,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
608,413,grass,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
609,414,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
610,414,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
611,415,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
612,415,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
613,416,bug,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
614,416,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
615,417,electric,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
616,418,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
617,419,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
618,420,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
619,421,grass,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
620,422,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
621,423,water,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
622,423,ground,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
623,424,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
624,425,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
625,425,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
626,426,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
627,426,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
628,427,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
629,428,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
630,429,ghost,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
631,430,dark,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
632,430,flying,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
633,431,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
634,432,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
635,433,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
636,434,poison,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
637,434,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
638,435,poison,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
639,435,dark,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
640,436,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
641,436,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
642,437,steel,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
643,437,psychic,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
644,438,rock,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
645,439,psychic,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
646,439,fairy,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
647,440,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
648,441,normal,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
