statsId,pokemonId,statName,baseStat,effort,createdAt,updatedAt
1408,235,special-attack,20,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1409,235,special-defense,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1410,235,speed,75,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1411,236,hp,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1412,236,attack,35,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1413,236,defense,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1414,236,special-attack,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1415,236,special-defense,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1416,236,speed,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1417,237,hp,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1418,237,attack,95,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1419,237,defense,95,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1420,237,special-attack,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1421,237,special-defense,110,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1422,237,speed,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1423,238,hp,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1424,238,attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1425,238,defense,15,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1426,238,special-attack,85,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1427,238,special-defense,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1428,238,speed,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1429,239,hp,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1430,239,attack,63,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1431,239,defense,37,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1432,239,special-attack,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1433,239,special-defense,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1434,239,speed,95,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1435,240,hp,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1436,240,attack,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1437,240,defense,37,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1438,240,special-attack,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1439,240,special-defense,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1440,240,speed,83,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1441,241,hp,95,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1442,241,attack,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1443,241,defense,105,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1444,241,special-attack,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1445,241,special-defense,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1446,241,speed,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1447,242,hp,255,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1448,242,attack,10,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1449,242,defense,10,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1450,242,special-attack,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1451,242,special-defense,135,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1452,242,speed,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1453,243,hp,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1454,243,attack,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1455,243,defense,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1456,243,special-attack,115,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1457,243,special-defense,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1458,243,speed,115,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1459,244,hp,115,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1460,244,attack,115,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1461,244,defense,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1462,244,special-attack,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1463,244,special-defense,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1464,244,speed,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1465,245,hp,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1466,245,attack,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1467,245,defense,115,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1468,245,special-attack,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1469,245,special-defense,115,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1470,245,speed,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1471,246,hp,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1472,246,attack,64,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1473,246,defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1474,246,special-attack,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1475,246,special-defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1476,246,speed,41,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1477,247,hp,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1478,247,attack,84,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1479,247,defense,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1480,247,special-attack,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1481,247,special-defense,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1482,247,speed,51,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1483,248,hp,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1484,248,attack,134,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1485,248,defense,110,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1486,248,special-attack,95,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1487,248,special-defense,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1488,248,speed,61,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1489,249,hp,106,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1490,249,attack,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1491,249,defense,130,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1492,249,special-attack,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1493,249,special-defense,154,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1494,249,speed,110,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1495,250,hp,106,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1496,250,attack,130,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1497,250,defense,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1498,250,special-attack,110,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1499,250,special-defense,154,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1500,250,speed,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1501,251,hp,100,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1502,251,attack,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1503,251,defense,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1504,251,special-attack,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1505,251,special-defense,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1506,251,speed,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1507,252,hp,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1508,252,attack,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1509,252,defense,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1510,252,special-attack,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1511,252,special-defense,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1512,252,speed,70,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1513,253,hp,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1514,253,attack,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1515,253,defense,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1516,253,special-attack,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1517,253,special-defense,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1518,253,speed,95,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1519,254,hp,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1520,254,attack,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1521,254,defense,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1522,254,special-attack,105,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1523,254,special-defense,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1524,254,speed,120,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1525,255,hp,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1526,255,attack,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1527,255,defense,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1528,255,special-attack,70,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1529,255,special-defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1530,255,speed,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1531,256,hp,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1532,256,attack,85,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1533,256,defense,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1534,256,special-attack,85,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1535,256,special-defense,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1536,256,speed,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1537,257,hp,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1538,257,attack,120,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1539,257,defense,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1540,257,special-attack,110,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1541,257,special-defense,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1542,257,speed,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1543,258,hp,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1544,258,attack,70,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1545,258,defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1546,258,special-attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1547,258,special-defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1548,258,speed,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1549,259,hp,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1550,259,attack,85,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1551,259,defense,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1552,259,special-attack,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1553,259,special-defense,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1554,259,speed,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1555,260,hp,100,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1556,260,attack,110,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1557,260,defense,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1558,260,special-attack,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1559,260,special-defense,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1560,260,speed,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1561,261,hp,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1562,261,attack,55,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1563,261,defense,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1564,261,special-attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1565,261,special-defense,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1566,261,speed,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1567,262,hp,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1568,262,attack,90,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1569,262,defense,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1570,262,special-attack,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1571,262,special-defense,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1572,262,speed,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1573,263,hp,38,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1574,263,attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1575,263,defense,41,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1576,263,special-attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1577,263,special-defense,41,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1578,263,speed,60,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1579,264,hp,78,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1580,264,attack,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1581,264,defense,61,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1582,264,special-attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1583,264,special-defense,61,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1584,264,speed,100,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1585,265,hp,45,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1586,265,attack,45,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1587,265,defense,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1588,265,special-attack,20,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1589,265,special-defense,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1590,265,speed,20,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1591,266,hp,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1592,266,attack,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1593,266,defense,55,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1594,266,special-attack,25,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1595,266,special-defense,25,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1596,266,speed,15,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1597,267,hp,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1598,267,attack,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1599,267,defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1600,267,special-attack,100,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1601,267,special-defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1602,267,speed,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1603,268,hp,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1604,268,attack,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1605,268,defense,55,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1606,268,special-attack,25,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1607,268,special-defense,25,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1608,268,speed,15,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1609,269,hp,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1610,269,attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1611,269,defense,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1612,269,special-attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1613,269,special-defense,90,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1614,269,speed,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1615,270,hp,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1616,270,attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1617,270,defense,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1618,270,special-attack,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1619,270,special-defense,50,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1620,270,speed,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1621,271,hp,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1622,271,attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1623,271,defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1624,271,special-attack,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1625,271,special-defense,70,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1626,271,speed,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1627,272,hp,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1628,272,attack,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1629,272,defense,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1630,272,special-attack,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1631,272,special-defense,100,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1632,272,speed,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1633,273,hp,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1634,273,attack,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1635,273,defense,50,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1636,273,special-attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1637,273,special-defense,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1638,273,speed,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1639,274,hp,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1640,274,attack,70,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1641,274,defense,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1642,274,special-attack,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1643,274,special-defense,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1644,274,speed,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1645,275,hp,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1646,275,attack,100,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1647,275,defense,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1648,275,special-attack,90,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1649,275,special-defense,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1650,275,speed,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1651,276,hp,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1652,276,attack,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1653,276,defense,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1654,276,special-attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1655,276,special-defense,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1656,276,speed,85,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1657,277,hp,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1658,277,attack,85,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1659,277,defense,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1660,277,special-attack,75,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1661,277,special-defense,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1662,277,speed,125,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1663,278,hp,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1664,278,attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1665,278,defense,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1666,278,special-attack,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1667,278,special-defense,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1668,278,speed,85,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1669,279,hp,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1670,279,attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1671,279,defense,100,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1672,279,special-attack,95,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1673,279,special-defense,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1674,279,speed,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1675,280,hp,28,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1676,280,attack,25,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1677,280,defense,25,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1678,280,special-attack,45,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1679,280,special-defense,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1680,280,speed,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1681,281,hp,38,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1682,281,attack,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1683,281,defense,35,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1684,281,special-attack,65,2,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1685,281,special-defense,55,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1686,281,speed,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1687,282,hp,68,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1688,282,attack,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1689,282,defense,65,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1690,282,special-attack,125,3,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1691,282,special-defense,115,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1692,282,speed,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1693,283,hp,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1694,283,attack,30,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1695,283,defense,32,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1696,283,special-attack,50,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1697,283,special-defense,52,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1698,283,speed,65,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1699,284,hp,70,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1700,284,attack,60,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1701,284,defense,62,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1702,284,special-attack,100,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1703,284,special-defense,82,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1704,284,speed,80,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1705,285,hp,60,1,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
1706,285,attack,40,0,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
