id,moveId,moveName,power,pp,accuracy,priority,targetName,createdAt,updatedAt
244,244,psych-up,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
245,245,extreme-speed,80,5,100,2,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
246,246,ancient-power,60,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
247,247,shadow-ball,80,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
248,248,future-sight,120,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
249,249,rock-smash,40,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
250,250,whirlpool,35,15,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
251,251,beat-up,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
252,252,fake-out,40,10,100,3,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
253,253,uproar,90,10,100,0,random-opponent,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
254,254,stockpile,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
255,255,spit-up,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
256,256,swallow,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
257,257,heat-wave,95,10,90,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
258,258,hail,,10,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
259,259,torment,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
260,260,flatter,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
261,261,will-o-wisp,,15,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
262,262,memento,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
263,263,facade,70,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
264,264,focus-punch,150,20,100,-3,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
265,265,smelling-salts,70,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
266,266,follow-me,,20,,2,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
267,267,nature-power,,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
268,268,charge,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
269,269,taunt,,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
270,270,helping-hand,,20,,5,ally,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
271,271,trick,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
272,272,role-play,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
273,273,wish,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
274,274,assist,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
275,275,ingrain,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
276,276,superpower,120,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
277,277,magic-coat,,15,,4,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
278,278,recycle,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
279,279,revenge,60,10,100,-4,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
280,280,brick-break,75,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
281,281,yawn,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
282,282,knock-off,65,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
283,283,endeavor,,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
284,284,eruption,150,5,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
285,285,skill-swap,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
286,286,imprison,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
287,287,refresh,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
288,288,grudge,,5,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
289,289,snatch,,10,,4,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
290,290,secret-power,70,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
291,291,dive,80,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
292,292,arm-thrust,15,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
293,293,camouflage,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
294,294,tail-glow,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
295,295,luster-purge,70,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
296,296,mist-ball,70,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
297,297,feather-dance,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
298,298,teeter-dance,,20,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
299,299,blaze-kick,85,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
300,300,mud-sport,,15,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
301,301,ice-ball,30,20,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
302,302,needle-arm,60,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
303,303,slack-off,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
304,304,hyper-voice,90,10,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
305,305,poison-fang,50,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
306,306,crush-claw,75,10,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
307,307,blast-burn,150,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
308,308,hydro-cannon,150,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
309,309,meteor-mash,90,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
310,310,astonish,30,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
311,311,weather-ball,50,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
312,312,aromatherapy,,5,,0,user-and-allies,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
313,313,fake-tears,,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
314,314,air-cutter,60,25,95,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
315,315,overheat,130,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
316,316,odor-sleuth,,40,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
317,317,rock-tomb,60,15,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
318,318,silver-wind,60,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
319,319,metal-sound,,40,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
320,320,grass-whistle,,15,55,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
321,321,tickle,,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
322,322,cosmic-power,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
323,323,water-spout,150,5,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
324,324,signal-beam,75,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
325,325,shadow-punch,60,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
326,326,extrasensory,80,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
327,327,sky-uppercut,85,15,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
328,328,sand-tomb,35,15,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
329,329,sheer-cold,,5,30,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
330,330,muddy-water,90,10,85,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
331,331,bullet-seed,25,30,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
332,332,aerial-ace,60,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
333,333,icicle-spear,25,30,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
334,334,iron-defense,,15,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
335,335,block,,5,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
336,336,howl,,40,,0,user-and-allies,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
337,337,dragon-claw,80,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
338,338,frenzy-plant,150,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
339,339,bulk-up,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
340,340,bounce,85,5,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
341,341,mud-shot,55,15,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
342,342,poison-tail,50,25,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
343,343,covet,60,25,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
344,344,volt-tackle,120,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
345,345,magical-leaf,60,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
346,346,water-sport,,15,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
347,347,calm-mind,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
348,348,leaf-blade,90,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
349,349,dragon-dance,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
350,350,rock-blast,25,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
351,351,shock-wave,60,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
352,352,water-pulse,60,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
353,353,doom-desire,140,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
354,354,psycho-boost,140,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
355,355,roost,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
356,356,gravity,,5,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
357,357,miracle-eye,,40,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
358,358,wake-up-slap,70,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
359,359,hammer-arm,100,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
360,360,gyro-ball,,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
361,361,healing-wish,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
362,362,brine,65,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
363,363,natural-gift,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
364,364,feint,30,10,100,2,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
365,365,pluck,60,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
366,366,tailwind,,15,,0,users-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
367,367,acupressure,,30,,0,user-or-ally,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
368,368,metal-burst,,10,100,0,specific-move,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
369,369,u-turn,70,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
370,370,close-combat,120,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
371,371,payback,50,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
372,372,assurance,60,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
373,373,embargo,,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
374,374,fling,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
375,375,psycho-shift,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
376,376,trump-card,,5,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
377,377,heal-block,,15,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
378,378,wring-out,,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
379,379,power-trick,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
380,380,gastro-acid,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
381,381,lucky-chant,,30,,0,users-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
382,382,me-first,,20,,0,selected-pokemon-me-first,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
383,383,copycat,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
384,384,power-swap,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
385,385,guard-swap,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
386,386,punishment,,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
387,387,last-resort,140,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
388,388,worry-seed,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
389,389,sucker-punch,70,5,100,1,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
390,390,toxic-spikes,,20,,0,opponents-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
391,391,heart-swap,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
392,392,aqua-ring,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
393,393,magnet-rise,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
394,394,flare-blitz,120,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
395,395,force-palm,60,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
396,396,aura-sphere,80,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
397,397,rock-polish,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
398,398,poison-jab,80,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
399,399,dark-pulse,80,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
400,400,night-slash,70,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
401,401,aqua-tail,90,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
402,402,seed-bomb,80,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
403,403,air-slash,75,15,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
404,404,x-scissor,80,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
405,405,bug-buzz,90,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
406,406,dragon-pulse,85,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
407,407,dragon-rush,100,10,75,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
408,408,power-gem,80,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
409,409,drain-punch,75,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
410,410,vacuum-wave,40,30,100,1,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
411,411,focus-blast,120,5,70,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
412,412,energy-ball,90,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
413,413,brave-bird,120,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
414,414,earth-power,90,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
415,415,switcheroo,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
416,416,giga-impact,150,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
417,417,nasty-plot,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
418,418,bullet-punch,40,30,100,1,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
419,419,avalanche,60,10,100,-4,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
420,420,ice-shard,40,30,100,1,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
421,421,shadow-claw,70,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
422,422,thunder-fang,65,15,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
423,423,ice-fang,65,15,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
424,424,fire-fang,65,15,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
425,425,shadow-sneak,40,30,100,1,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
426,426,mud-bomb,65,10,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
427,427,psycho-cut,70,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
428,428,zen-headbutt,80,15,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
429,429,mirror-shot,65,10,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
430,430,flash-cannon,80,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
431,431,rock-climb,90,20,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
432,432,defog,,15,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
433,433,trick-room,,5,,-7,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
434,434,draco-meteor,130,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
435,435,discharge,80,15,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
436,436,lava-plume,80,15,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
437,437,leaf-storm,130,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
438,438,power-whip,120,10,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
439,439,rock-wrecker,150,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
440,440,cross-poison,70,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
441,441,gunk-shot,120,5,80,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
442,442,iron-head,80,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
443,443,magnet-bomb,60,20,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
444,444,stone-edge,100,5,80,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
445,445,captivate,,20,100,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
446,446,stealth-rock,,20,,0,opponents-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
447,447,grass-knot,,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
448,448,chatter,65,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
449,449,judgment,100,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
450,450,bug-bite,60,20,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
451,451,charge-beam,50,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
452,452,wood-hammer,120,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
453,453,aqua-jet,40,20,100,1,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
454,454,attack-order,90,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
455,455,defend-order,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
456,456,heal-order,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
457,457,head-smash,150,5,80,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
458,458,double-hit,35,10,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
459,459,roar-of-time,150,5,90,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
460,460,spacial-rend,100,5,95,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
461,461,lunar-dance,,10,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
462,462,crush-grip,,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
463,463,magma-storm,100,5,75,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
464,464,dark-void,,10,50,0,all-opponents,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
465,465,seed-flare,120,5,85,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
466,466,ominous-wind,60,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
467,467,shadow-force,120,5,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
468,468,hone-claws,,15,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
469,469,wide-guard,,10,,3,users-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
470,470,guard-split,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
471,471,power-split,,10,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
472,472,wonder-room,,10,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
473,473,psyshock,80,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
474,474,venoshock,65,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
475,475,autotomize,,15,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
476,476,rage-powder,,20,,2,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
477,477,telekinesis,,15,,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
478,478,magic-room,,10,,0,entire-field,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
479,479,smack-down,50,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
480,480,storm-throw,60,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
481,481,flame-burst,70,15,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
482,482,sludge-wave,95,10,100,0,all-other-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
483,483,quiver-dance,,20,,0,user,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
484,484,heavy-slam,,10,100,0,selected-pokemon,2021-09-29 11:07:04.04-04,2021-09-29 11:07:04.04-04
